Q1_gender,Q2_age,Q3_country,Q4_education,Q5_major,Q6_role,Q7_industry,Q8_experience,Q10_employer_uses_ml,Q17_primary_language,Q24_coding_experience,Q25_ml_experience,Q26_is_data_scientist,Q39_online_vs_trad,Q41_fairness_importance,Q43_bias_exploration,Q48_black_box_view,compensation_high
Prefer not to say,30-34,United Kingdom,Bachelor's degree,Natural Sciences,Other,Other,5-10 years,I do not know,R,5-10 years,3-5 years,No,Much better,Very Important,0%,No,high
Female,25-29,United States,Master's degree,Natural Sciences,Data Scientist,Technology,2-3 years,Yes,Python,3-5 years,5-10 years,Yes,Neither better nor worse,Very Important,1-25%,Yes,low
Male,18-21,United States,Master's degree,Computer Science,Research Scientist,Education/Research,2-3 years,No,Python,10-20 years,< 1 year,Yes,Neither better nor worse,Very Important,0%,Somewhat,high
Male,30-34,United States,Bachelor's degree,Mathematics/Statistics,Other,Other,5-10 years,Yes,Python,20+ years,1-2 years,Yes,Neither better nor worse,Very Important,1-25%,Yes,high
Female,40-44,United States,Doctoral degree,Social Sciences,Data Scientist,Healthcare,3-5 years,We are exploring ML methods,Python,10-20 years,10-20 years,No,Slightly better,Very Important,1-25%,Yes,high
Male,22-24,United States,Doctoral degree,Social Sciences,Data Analyst,Technology,15-20 years,Yes,R,3-5 years,< 1 year,Yes,Slightly worse,Somewhat Important,0%,Yes,high
Male,40-44,Australia,Some college/no degree,Computer Science,Student,Technology,5-10 years,I do not know,R,20+ years,3-5 years,No,Much better,Important,25-49%,No,high
Male,40-44,Other,Bachelor's degree,Business,Data Scientist,Technology,3-5 years,No,Java,10-20 years,3-5 years,Yes,Much better,Important,25-49%,No,high
Female,45-49,Brazil,Master's degree,Computer Science,Machine Learning Engineer,Education/Research,15-20 years,Yes,Python,3-5 years,< 1 year,Sort of,Neither better nor worse,Very Important,0%,Somewhat,high
Male,25-29,Brazil,Master's degree,Mathematics/Statistics,Data Scientist,Education/Research,3-5 years,No,Python,1-2 years,< 1 year,No,Neither better nor worse,Important,1-25%,No,low
Female,45-49,Other,Bachelor's degree,Mathematics/Statistics,Software Engineer,Healthcare,10-15 years,No,R,5-10 years,3-5 years,Sort of,Slightly better,Somewhat Important,0%,No,high
Female,25-29,Brazil,Master's degree,Computer Science,Data Scientist,Technology,10-15 years,I do not know,Python,10-20 years,3-5 years,Sort of,Much better,Not Important,1-25%,No,high
Male,30-34,Other,Doctoral degree,Computer Science,Business Analyst,Retail/E-Commerce,15-20 years,Yes,SQL,1-2 years,< 1 year,Sort of,Much better,Important,1-25%,Yes,high
Male,18-21,United States,Bachelor's degree,Natural Sciences,Data Scientist,Healthcare,0-1 years,We are exploring ML methods,R,5-10 years,3-5 years,Yes,Slightly better,Very Important,0%,No,low
Male,18-21,Other,Some college/no degree,Engineering,Data Scientist,Technology,3-5 years,No,C/C++,20+ years,3-5 years,Sort of,Neither better nor worse,Very Important,0%,Yes,low
Male,35-39,Other,Doctoral degree,Computer Science,Research Scientist,Technology,3-5 years,Yes,SQL,3-5 years,1-2 years,No,Neither better nor worse,Very Important,25-49%,No,high
Male,25-29,Russia,Doctoral degree,Natural Sciences,Software Engineer,Education/Research,3-5 years,I do not know,R,3-5 years,3-5 years,No,Neither better nor worse,Very Important,25-49%,Somewhat,low
Male,25-29,Australia,Doctoral degree,Social Sciences,Data Analyst,Finance,3-5 years,We are exploring ML methods,Python,20+ years,< 1 year,Sort of,Slightly worse,Somewhat Important,1-25%,Yes,high
Male,22-24,India,Master's degree,Mathematics/Statistics,Data Scientist,Technology,10-15 years,No,Java,1-2 years,1-2 years,Yes,Much better,Very Important,1-25%,No,high
Female,30-34,Brazil,Doctoral degree,Computer Science,Machine Learning Engineer,Technology,2-3 years,Yes,Python,20+ years,3-5 years,No,Neither better nor worse,Very Important,0%,Yes,low
Male,18-21,United States,Master's degree,Computer Science,Research Scientist,Retail/E-Commerce,3-5 years,No,Other,10-20 years,1-2 years,No,Slightly better,Somewhat Important,0%,No,high
Male,40-44,Brazil,Some college/no degree,Natural Sciences,Software Engineer,Technology,1-2 years,Yes,Python,3-5 years,1-2 years,Yes,Neither better nor worse,Very Important,0%,No,low
Male,18-21,India,Bachelor's degree,Mathematics/Statistics,Data Scientist,Technology,1-2 years,No,Python,1-2 years,5-10 years,Sort of,Neither better nor worse,No opinion,25-49%,Somewhat,low
Male,22-24,United States,Bachelor's degree,Mathematics/Statistics,Research Scientist,Retail/E-Commerce,5-10 years,No,Java,< 1 year,3-5 years,Yes,Neither better nor worse,Not Important,1-25%,Somewhat,high
Male,25-29,India,Master's degree,Social Sciences,Student,Education/Research,0-1 years,Yes,SQL,3-5 years,3-5 years,No,Slightly better,Somewhat Important,25-49%,Somewhat,low
Male,30-34,Other,Bachelor's degree,Engineering,Software Engineer,Education/Research,1-2 years,Yes,SQL,10-20 years,5-10 years,Sort of,Slightly better,Important,1-25%,Yes,low
Male,25-29,United States,Master's degree,Computer Science,Data Scientist,Finance,3-5 years,Yes,Python,5-10 years,20+ years,No,Slightly worse,Very Important,1-25%,No,high
Male,25-29,United Kingdom,Master's degree,Business,Data Scientist,Education/Research,0-1 years,Yes,Java,10-20 years,3-5 years,Sort of,Slightly worse,Important,0%,Somewhat,low
Male,50-54,United States,Doctoral degree,Mathematics/Statistics,Machine Learning Engineer,Education/Research,1-2 years,Yes,R,5-10 years,1-2 years,Yes,Slightly better,Important,1-25%,No,high
Male,30-34,United Kingdom,Master's degree,Mathematics/Statistics,Other,Other,10-15 years,I do not know,Python,5-10 years,5-10 years,No,Neither better nor worse,Very Important,50-74%,Somewhat,high
Male,18-21,China,Master's degree,Business,Data Scientist,Technology,10-15 years,No,Java,20+ years,< 1 year,No,Much better,Very Important,1-25%,No,high
Non-binary/third gender,25-29,India,Bachelor's degree,Business,Software Engineer,Technology,2-3 years,I do not know,R,10-20 years,3-5 years,No,Neither better nor worse,Somewhat Important,1-25%,No,low
Male,40-44,India,Master's degree,Mathematics/Statistics,Data Scientist,Technology,2-3 years,Yes,Python,20+ years,3-5 years,Yes,Neither better nor worse,Very Important,0%,Yes,high
Male,25-29,China,Master's degree,Computer Science,Software Engineer,Education/Research,15-20 years,Yes,Python,3-5 years,20+ years,No,Slightly better,Somewhat Important,25-49%,Yes,high
Male,22-24,Other,Doctoral degree,Other,Data Analyst,Education/Research,0-1 years,Yes,R,10-20 years,20+ years,Yes,Slightly better,Important,25-49%,No,low
Male,35-39,China,Bachelor's degree,Mathematics/Statistics,Business Analyst,Technology,3-5 years,I do not know,Java,5-10 years,5-10 years,Yes,Neither better nor worse,Not Important,25-49%,No,low
Male,30-34,India,Bachelor's degree,Engineering,Data Scientist,Finance,3-5 years,No,Python,20+ years,1-2 years,No,Slightly better,Somewhat Important,0%,No,high
Male,30-34,India,Master's degree,Mathematics/Statistics,Student,Technology,5-10 years,No,SQL,5-10 years,3-5 years,No,Neither better nor worse,Very Important,0%,Yes,low
Male,18-21,Australia,Master's degree,Engineering,Software Engineer,Technology,15-20 years,Yes,SQL,3-5 years,1-2 years,Sort of,Slightly better,Somewhat Important,1-25%,Somewhat,high
Male,22-24,United States,Master's degree,Business,Student,Other,2-3 years,Yes,Python,3-5 years,5-10 years,No,Slightly worse,Somewhat Important,25-49%,Somewhat,low
Male,30-34,India,Doctoral degree,Engineering,Data Analyst,Healthcare,3-5 years,I do not know,Python,1-2 years,5-10 years,No,Much better,Not Important,75-100%,No,high
Male,22-24,United States,Bachelor's degree,Social Sciences,Data Scientist,Technology,5-10 years,Yes,R,1-2 years,5-10 years,Yes,Slightly better,Somewhat Important,1-25%,Yes,high
Male,30-34,Brazil,Master's degree,Social Sciences,Business Analyst,Technology,20+ years,Yes,SQL,5-10 years,< 1 year,Yes,Slightly better,Very Important,1-25%,Yes,high
Non-binary/third gender,30-34,Brazil,Master's degree,Social Sciences,Data Scientist,Technology,10-15 years,Yes,Python,10-20 years,1-2 years,No,Slightly worse,Very Important,0%,No,high
Male,25-29,United States,Bachelor's degree,Natural Sciences,Research Scientist,Healthcare,5-10 years,No,SQL,1-2 years,3-5 years,Yes,Slightly better,Somewhat Important,0%,Somewhat,high
Male,50-54,United States,Master's degree,Social Sciences,Student,Finance,10-15 years,We are exploring ML methods,R,3-5 years,< 1 year,No,Neither better nor worse,Not Important,0%,No,high
Male,40-44,United States,Master's degree,Engineering,Data Scientist,Other,0-1 years,Yes,R,10-20 years,1-2 years,Yes,Slightly better,Not Important,25-49%,Somewhat,high
Male,35-39,India,Master's degree,Computer Science,Research Scientist,Healthcare,2-3 years,Yes,Python,3-5 years,< 1 year,Yes,Much better,Important,0%,No,low
Male,18-21,India,Doctoral degree,Social Sciences,Student,Education/Research,0-1 years,No,Python,20+ years,10-20 years,Sort of,Neither better nor worse,Not Important,25-49%,No,low
Male,22-24,Australia,Bachelor's degree,Engineering,Other,Retail/E-Commerce,1-2 years,I do not know,SQL,3-5 years,5-10 years,Sort of,Slightly better,Important,1-25%,No,low
Male,30-34,India,Some college/no degree,Computer Science,Machine Learning Engineer,Healthcare,5-10 years,No,SQL,3-5 years,3-5 years,Yes,Slightly worse,Important,50-74%,No,high
Male,22-24,United States,Master's degree,Computer Science,Software Engineer,Technology,10-15 years,I do not know,Python,1-2 years,1-2 years,Yes,Slightly better,Important,50-74%,Somewhat,high
Male,55-59,Germany,Master's degree,Computer Science,Machine Learning Engineer,Education/Research,5-10 years,No,R,20+ years,1-2 years,Sort of,Much better,Somewhat Important,50-74%,No,high
Male,22-24,India,Some college/no degree,Natural Sciences,Machine Learning Engineer,Education/Research,5-10 years,Yes,R,10-20 years,< 1 year,Sort of,Much better,Important,1-25%,Somewhat,low
Male,30-34,Other,Doctoral degree,Natural Sciences,Machine Learning Engineer,Finance,0-1 years,No,Python,10-20 years,3-5 years,Sort of,Slightly better,Important,25-49%,Somewhat,high
Male,25-29,United States,Master's degree,Computer Science,Student,Technology,5-10 years,We are exploring ML methods,R,1-2 years,5-10 years,Yes,Slightly better,Somewhat Important,25-49%,Somewhat,high
Male,30-34,India,Doctoral degree,Social Sciences,Data Scientist,Technology,3-5 years,No,Python,20+ years,< 1 year,No,Slightly better,Important,0%,Somewhat,high
Female,22-24,Canada,Master's degree,Computer Science,Data Scientist,Technology,5-10 years,No,R,20+ years,< 1 year,Yes,Slightly better,Important,1-25%,No,low
Male,25-29,Other,Master's degree,Natural Sciences,Research Scientist,Technology,2-3 years,Yes,Python,3-5 years,1-2 years,Yes,Slightly worse,Important,75-100%,Somewhat,high
Male,25-29,India,Bachelor's degree,Engineering,Other,Other,3-5 years,No,SQL,5-10 years,3-5 years,Yes,Much better,Very Important,25-49%,Somewhat,low
Male,45-49,Other,Bachelor's degree,Natural Sciences,Data Analyst,Healthcare,3-5 years,No,Python,20+ years,5-10 years,Yes,Slightly worse,Very Important,0%,Somewhat,low
Female,18-21,United Kingdom,Doctoral degree,Engineering,Other,Healthcare,3-5 years,I do not know,Python,3-5 years,5-10 years,Sort of,Slightly better,Somewhat Important,0%,Yes,low
Male,45-49,United States,Bachelor's degree,Engineering,Business Analyst,Education/Research,1-2 years,No,Python,1-2 years,3-5 years,No,Slightly worse,Somewhat Important,0%,Somewhat,low
Male,40-44,India,Bachelor's degree,Social Sciences,Business Analyst,Healthcare,2-3 years,Yes,SQL,10-20 years,< 1 year,No,Neither better nor worse,Important,0%,No,low
Male,25-29,Canada,Doctoral degree,Computer Science,Business Analyst,Other,2-3 years,No,Python,5-10 years,5-10 years,Sort of,Slightly better,Important,50-74%,No,low
Male,35-39,United States,Bachelor's degree,Other,Student,Finance,5-10 years,Yes,Python,20+ years,< 1 year,Yes,Much worse,Important,1-25%,Somewhat,high
Male,18-21,China,Bachelor's degree,Mathematics/Statistics,Student,Healthcare,5-10 years,Yes,Other,5-10 years,1-2 years,Yes,Slightly better,Important,1-25%,No,low
Male,50-54,Other,Master's degree,Engineering,Machine Learning Engineer,Finance,15-20 years,I do not know,Python,< 1 year,1-2 years,Yes,Slightly better,Important,0%,No,high
Female,30-34,China,Master's degree,Mathematics/Statistics,Data Scientist,Retail/E-Commerce,5-10 years,Yes,Python,5-10 years,1-2 years,Sort of,Much worse,Very Important,50-74%,Yes,high
Male,25-29,India,Doctoral degree,Computer Science,Data Scientist,Retail/E-Commerce,2-3 years,No,R,10-20 years,1-2 years,No,Slightly better,Somewhat Important,75-100%,Yes,low
Male,25-29,United States,Master's degree,Engineering,Data Scientist,Government,5-10 years,We are exploring ML methods,SQL,< 1 year,5-10 years,No,Neither better nor worse,Very Important,0%,Yes,high
Prefer not to say,18-21,China,Master's degree,Other,Data Scientist,Technology,3-5 years,Yes,Python,3-5 years,< 1 year,Sort of,Much worse,Somewhat Important,1-25%,No,high
Male,55-59,United States,Master's degree,Computer Science,Data Scientist,Technology,1-2 years,Yes,R,1-2 years,5-10 years,Yes,Neither better nor worse,Important,75-100%,Somewhat,low
Male,18-21,India,Master's degree,Natural Sciences,Business Analyst,Technology,5-10 years,I do not know,Python,5-10 years,5-10 years,Yes,Neither better nor worse,Important,1-25%,Somewhat,high
Male,30-34,United States,Master's degree,Engineering,Machine Learning Engineer,Finance,1-2 years,Yes,Python,20+ years,3-5 years,No,Neither better nor worse,Not Important,1-25%,Yes,high
Male,25-29,United States,Some college/no degree,Mathematics/Statistics,Software Engineer,Finance,1-2 years,I do not know,Python,5-10 years,< 1 year,Sort of,Neither better nor worse,Very Important,1-25%,No,low
Male,50-54,Australia,Master's degree,Computer Science,Student,Technology,5-10 years,Yes,Python,5-10 years,3-5 years,Yes,Slightly worse,Somewhat Important,0%,Somewhat,low
Female,25-29,India,Master's degree,Engineering,Data Analyst,Healthcare,5-10 years,We are exploring ML methods,Python,3-5 years,5-10 years,Yes,Neither better nor worse,Very Important,0%,No,low
Male,30-34,Australia,Bachelor's degree,Other,Data Scientist,Technology,5-10 years,Yes,Python,5-10 years,1-2 years,No,Neither better nor worse,No opinion,25-49%,Somewhat,high
Male,30-34,United States,Master's degree,Computer Science,Student,Retail/E-Commerce,2-3 years,We are exploring ML methods,R,5-10 years,5-10 years,Yes,Neither better nor worse,Very Important,75-100%,Somewhat,low
Male,35-39,Other,Bachelor's degree,Mathematics/Statistics,Software Engineer,Technology,10-15 years,We are exploring ML methods,Python,10-20 years,3-5 years,No,Neither better nor worse,Somewhat Important,1-25%,No,high
Female,18-21,United States,Master's degree,Mathematics/Statistics,Machine Learning Engineer,Finance,5-10 years,No,Python,10-20 years,20+ years,No,Slightly worse,Very Important,0%,Somewhat,high
Non-binary/third gender,22-24,Brazil,Doctoral degree,Mathematics/Statistics,Software Engineer,Education/Research,10-15 years,I do not know,Python,5-10 years,5-10 years,No,Much better,Important,1-25%,No,high
Female,22-24,Brazil,Master's degree,Mathematics/Statistics,Data Analyst,Education/Research,5-10 years,Yes,Python,20+ years,1-2 years,Sort of,Slightly better,Somewhat Important,1-25%,No,low
Male,35-39,United States,Bachelor's degree,Engineering,Student,Technology,3-5 years,Yes,Python,10-20 years,1-2 years,No,Neither better nor worse,Somewhat Important,0%,Somewhat,high
Male,22-24,United Kingdom,Doctoral degree,Computer Science,Data Scientist,Retail/E-Commerce,0-1 years,Yes,R,1-2 years,< 1 year,Yes,Much better,Somewhat Important,0%,Somewhat,low
Male,30-34,United States,Bachelor's degree,Business,Other,Education/Research,5-10 years,No,SQL,5-10 years,< 1 year,No,Slightly worse,Important,1-25%,No,high
Male,22-24,Other,Doctoral degree,Social Sciences,Data Scientist,Government,5-10 years,We are exploring ML methods,SQL,20+ years,3-5 years,Yes,Slightly worse,Somewhat Important,0%,Somewhat,high
Male,40-44,Australia,Master's degree,Computer Science,Data Analyst,Government,2-3 years,No,R,20+ years,10-20 years,Sort of,Slightly better,Important,1-25%,Somewhat,low
Male,50-54,Germany,Bachelor's degree,Engineering,Business Analyst,Education/Research,5-10 years,No,Python,3-5 years,20+ years,No,Slightly better,Important,0%,Somewhat,high
Male,30-34,Canada,Some college/no degree,Natural Sciences,Business Analyst,Other,3-5 years,No,R,10-20 years,1-2 years,No,Neither better nor worse,Important,1-25%,Yes,low
Male,25-29,India,Bachelor's degree,Other,Software Engineer,Retail/E-Commerce,3-5 years,We are exploring ML methods,R,3-5 years,1-2 years,Sort of,Slightly better,Very Important,1-25%,Somewhat,low
Male,25-29,United States,Professional degree,Other,Data Scientist,Other,2-3 years,I do not know,Python,1-2 years,3-5 years,No,Slightly worse,Not Important,1-25%,Somewhat,high
